0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
drive/My Drive/faces94/female/klclar/klclar.12.jpg,0.0,0.0,0.0,0.12628654,0.50170404,0.0,2.2086816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54515463,0.0,0.0,0.49191,0.8417416,0.15878852,0.0,1.3142263,0.0,0.0,0.0,0.0,0.0,0.8133437,0.0029593792,1.5334612,0.0,1.4788061,0.0,0.0,0.51803726,0.0,0.0,0.0,0.8022087,0.0,0.0,1.711874,0.0,0.0,0.0,0.0,0.0,1.013678,0.0,0.0,1.0446452,0.9452788,0.0,0.5863719,0.0,0.0,0.0,0.0,1.1151364,0.0,0.0,0.24757269,0.0,1.0664024,0.0,0.0,0.0,0.110849254,0.0,0.0,0.0,0.0,0.0,0.91727555,0.01589366,0.0,1.3767118,0.0,0.0,1.4332219,0.013440467,0.49827582,0.0,0.0,0.0,1.4211731,0.0,0.0,1.1492978,0.28519118,0.8363908,0.0,1.257811,0.0,0.0,0.9053812,0.8739277,0.0,0.0,1.494214
drive/My Drive/faces94/female/klclar/klclar.10.jpg,0.0,0.0,0.0,0.005996207,0.86814207,0.0,2.3546183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67349106,0.0,0.07240053,0.74932414,0.9980406,0.0076202117,0.0,1.1448877,0.0,0.0,0.0,0.0,0.0,0.87208825,0.06858215,1.6167526,0.0,1.3965867,0.0,0.0,0.49011856,0.0,0.0,0.0,0.8855506,0.0,0.0,1.7539004,0.0,0.0,0.0,0.0,0.0,0.79802287,0.0,0.017602108,1.1892631,0.94311005,0.0,0.62784123,0.0,0.0,0.0,0.0,0.9761445,0.0,0.0,0.33317795,0.0,1.1465039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0682199,0.0,0.0,1.2932358,0.0,0.0,1.2945445,0.0,0.28768456,0.0,0.0,0.0,1.2799715,0.0,0.0,1.2746159,0.21534577,0.818214,0.0,1.2642854,0.0,0.0,0.9555913,0.5859376,0.0,0.0,1.6005657
drive/My Drive/faces94/female/klclar/klclar.3.jpg,0.06796532,0.0,0.0,1.4436184,0.0,0.0,0.64078057,1.3454394,0.36517632,0.0,0.0,0.0,0.0,1.4612399,0.05611811,1.4184877,0.0,0.0,0.5482412,1.4572016,0.0,0.7674535,0.0,0.12522334,0.0,0.72006863,0.0,0.0,0.0,0.0,0.0,0.6626485,0.0,0.24666162,0.0,0.0,0.0,0.0,1.2497808,0.0,0.0,2.230917,0.0,0.0,0.0,0.0,0.0,1.56137,1.4276731,0.87644345,0.1450269,1.3976383,0.0,0.0,0.5442048,0.0,0.0,0.0,0.76145107,0.0,0.0,0.0,0.0,0.5766502,0.0,0.0,0.0,1.0580065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23317613,0.13842164,0.5816602,0.0,2.2266648,0.0,1.2506741,0.4515996,0.0,0.19962174,0.90457124,0.0,0.0,0.9851411,0.39250094,0.0,0.0,0.0,0.0,0.0,0.38371885,1.3171749,1.0001096,0.0,0.0
drive/My Drive/faces94/female/klclar/klclar.2.jpg,0.011555158,0.0,0.0,1.4933835,0.0,0.0,0.7109355,1.2719373,0.11229692,0.0,0.0,0.0,0.0,1.6506072,0.057713952,1.4611528,0.0,0.0,0.48037446,1.2529085,0.0,1.1143546,0.0,0.0,0.0,0.50634974,0.0,0.0,0.0,0.0,0.0,0.84920347,0.0,0.12747544,0.09154022,0.0,0.0,0.0,1.2203163,0.0,0.0,2.2942157,0.0,0.0,0.0,0.0,0.0,1.4992398,1.2531922,0.7867537,0.17396657,1.3801333,0.0,0.0,0.4078182,0.0,0.0,0.0,0.78825796,0.12895353,0.0,0.087285124,0.0,0.39077923,0.0,0.0,0.0,0.9070474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23079649,0.11965974,0.44991374,0.0,2.2899132,0.0,1.1183386,0.56400776,0.0,0.12614048,0.83423024,0.0,0.0,1.109762,0.37143648,0.0033689449,0.0,0.0,0.0,0.0,0.4950704,1.3455403,0.7718745,0.0,0.15715559
drive/My Drive/faces94/female/klclar/klclar.11.jpg,0.0,0.0,0.0,0.17170143,0.4922627,0.0,2.2106736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48352775,0.0,0.0,0.41842362,0.86196846,0.18547969,0.0,1.1265473,0.0,0.0,0.0,0.0,0.0,0.792229,0.053378288,1.5304832,0.0,1.3650085,0.0,0.0,0.53949505,0.0,0.0,0.0,0.7926661,0.0,0.0,1.5904374,0.0,0.0,0.0,0.0,0.0,1.1365601,0.0,0.0,0.8873566,0.86524963,0.0,0.477175,0.0,0.0,0.0,0.0,1.0253918,0.0,0.0,0.08254695,0.0,1.1338544,0.0,0.0,0.0,0.202676,0.0,0.0,0.0,0.0,0.0,1.1293275,0.0,0.0,1.3474854,0.0,0.0,1.3036032,0.04084558,0.5605957,0.0,0.0,0.0,1.487036,0.0,0.0,1.0906197,0.31935203,0.68759024,0.0,1.3177557,0.0,0.0,0.833621,0.8256325,0.0,0.0,1.353473
drive/My Drive/faces94/female/klclar/klclar.8.jpg,0.0,0.0,0.0,0.7072385,0.16101357,0.0,1.3973712,0.61567396,0.0,0.0,0.0,0.0,0.0,1.198528,0.6048246,0.4726915,0.0,0.0,0.5030854,0.7381086,0.0,1.5451689,0.0,0.0,0.0,0.016178075,0.0,0.36651358,0.0,0.34083566,0.0,1.0599797,0.0,0.0,0.008813599,0.0,0.0,0.0,1.0891927,0.0,0.0,2.3021595,0.0,0.0,0.0,0.0,0.0,1.0971305,0.15753768,0.45872295,0.5970814,1.4926599,0.0,0.47121555,0.0,0.0,0.0,0.0,1.2273734,0.061556444,0.0,0.66071945,0.0,0.4287278,0.0,0.0,0.0,0.52334875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953799,0.0,0.0,2.0560715,0.0,0.60601133,0.218029,0.0,0.0,0.90468436,0.0,0.0,1.0972674,0.26078883,0.6088477,0.0,0.0,0.0,0.0,0.6625805,1.2827787,0.3094269,0.0,1.039358
drive/My Drive/faces94/female/klclar/klclar.19.jpg,0.0,0.0,0.0,0.4184222,0.5235803,0.0,1.8134012,0.24375452,0.0,0.0,0.0,0.0,0.0,1.0001702,0.76221544,0.08223435,0.0,0.4138044,0.5559729,0.40809894,0.0,1.6719385,0.0,0.0,0.0,0.0,0.0,0.44938388,0.0,0.5959873,0.0,1.3112472,0.0,0.0,0.2706536,0.0,0.0,0.0,1.0710365,0.0,0.0,2.378147,0.0,0.0,0.0,0.0,0.0,0.9056805,0.0,0.29193816,0.8413264,1.311178,0.0,0.66622484,0.0,0.0,0.0,0.0,1.2877038,0.018497597,0.0,0.6683544,0.0,0.5359901,0.0,0.0,0.0,0.105646096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927725,0.0,0.0,1.8965578,0.0,0.3491004,0.0,0.0,0.0,1.0814766,0.0,0.0,1.1982759,0.26412866,0.8733436,0.0,0.46888557,0.0,0.0,0.8946912,1.1301204,0.0,0.0,1.4049495
drive/My Drive/faces94/female/klclar/klclar.20.jpg,0.0,0.0,0.0,0.2918293,0.5795987,0.0,1.9324619,0.15578847,0.0,0.0,0.0,0.0,0.0,0.8510589,0.81674683,0.0,0.0,0.49173215,0.58216673,0.2618276,0.0,1.637704,0.0,0.0,0.0,0.0,0.0,0.5305557,0.0,0.78025514,0.0,1.2215146,0.0,0.0,0.24328078,0.0,0.0,0.0,1.1173985,0.0,0.0,2.3413367,0.0,0.0,0.0,0.0,0.0,0.79074734,0.0,0.2784949,0.94765025,1.2692447,0.0,0.72618586,0.0,0.0,0.0,0.0,1.2726152,0.0,0.0,0.7340473,0.0,0.6213362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07772367,0.0,0.0,0.9986622,0.0,0.0,1.8454415,0.0,0.20135117,0.0,0.0,0.0,1.0566254,0.0,0.0,1.1526668,0.228581,0.9206639,0.0,0.6130093,0.0,0.0,0.87745667,1.1017075,0.0,0.0,1.434127
drive/My Drive/faces94/female/klclar/klclar.18.jpg,0.0,0.0,0.0,0.17116216,0.47479334,0.0,2.125093,0.0,0.0,0.0,0.0,0.0,0.0,0.53073066,0.64249486,0.0,0.0,0.4728398,0.6316765,0.10465737,0.0,1.5919077,0.0,0.0,0.0,0.0,0.0,0.6050129,0.0,1.203545,0.0,1.2666441,0.0,0.0,0.4151363,0.0,0.0,0.0,0.9730293,0.0,0.0,2.0241902,0.0,0.0,0.0,0.0,0.0,0.86037374,0.0,0.07106871,1.045614,1.0826713,0.0,0.65329415,0.0,0.0,0.0,0.0,1.1905301,0.0,0.0,0.54235214,0.0,0.8785186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46130645,0.0,0.0,1.0827116,0.0,0.0,1.7054905,0.0,0.26381972,0.0,0.0,0.0,1.1955726,0.0,0.0,1.1671206,0.2880603,0.95108354,0.0,0.83619267,0.0,0.0,0.9138584,1.0442122,0.0,0.0,1.4841714
drive/My Drive/faces94/female/klclar/klclar.9.jpg,0.0,0.0,0.0,0.015205836,0.79666215,0.0,2.4484704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7826322,0.0,0.0,0.7475118,1.0612289,0.0,0.0,1.084829,0.0,0.012857471,0.0,0.0,0.0,0.83557,0.0,1.8685018,0.0,1.000137,0.0,0.0,0.4032288,0.0,0.0,0.0,1.0903755,0.0,0.0,1.6787455,0.0,0.0,0.0,0.0,0.0,0.8332219,0.0,0.0,1.1758838,0.9491595,0.0,0.6029862,0.0,0.0,0.0,0.0,0.9642871,0.0,0.0,0.6079752,0.0,1.2780893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2952566,0.0,0.0,1.3866003,0.0,0.0,1.3092235,0.0,0.23120755,0.0,0.0,0.0,1.1679887,0.0,0.0,1.2427928,0.27535957,0.8264335,0.0,1.3259742,0.0,0.0,0.79358894,0.6632908,0.0,0.0,1.4888606
drive/My Drive/faces94/female/sbains/sbains.11.jpg,0.45581844,0.0,0.0,2.1293843,0.06868359,0.0,1.1661873,0.8471212,1.7455518,1.0031723,0.0,0.0,0.0,0.0,0.0,3.151787,1.468445,1.4302201,1.1305596,0.0,0.0,0.081883214,0.0,0.36226675,0.0,0.9357381,0.5783726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08005352,0.0,0.0,0.0,0.34761146,0.0,0.0,1.1304653,0.0,0.0,0.0,0.0,1.5329517,2.3135128,2.3159764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9472538,0.068761796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40114534,0.33285418,0.0,2.6187963,1.8697158,0.0,1.6153464,0.0,0.09093474,0.0,0.0,2.392631,0.0,0.03094034,0.0,0.0,0.0,3.0829873,0.0,1.2246372,0.6218323,0.4523263,1.4321269,0.0,3.286908,0.55747294,0.0,0.8879686,0.0,0.0,0.0
drive/My Drive/faces94/female/sbains/sbains.10.jpg,0.80516434,0.0,0.0,1.829308,0.15183106,0.0,1.0172905,0.668239,1.6572851,1.1586747,0.0,0.0,0.0,0.0,0.0,3.1738791,1.4961828,1.1536615,0.7445468,0.0,0.0,0.0,0.0,0.6259889,0.0,0.78785866,0.18676889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14505029,0.0,0.0,0.0,0.0,0.0,0.0,1.0525714,0.0,0.0,0.0,0.0,1.1871196,2.2369225,2.532331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6165234,0.2754737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52893835,0.50181216,0.0,2.5618699,1.8326398,0.0,1.680986,0.0,0.0,0.0,0.0,2.3439062,0.0,0.0,0.0,0.0,0.302713,2.6601539,0.0,0.9449188,0.5910525,0.48636478,1.2126312,0.0,2.9911945,0.38496202,0.0,0.94994104,0.0,0.0,0.0
drive/My Drive/faces94/female/sbains/sbains.9.jpg,0.80095714,0.0,0.0,1.8722603,0.13082448,0.0,1.040271,0.6547104,1.6308808,1.1292472,0.0,0.0,0.0,0.0,0.0,3.1958368,1.4831641,1.1865481,0.74193424,0.0,0.0,0.0,0.0,0.5947377,0.0,0.7952028,0.21435067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16806984,0.0,0.0,0.0,0.03175112,0.0,0.0,1.0620826,0.0,0.0,0.0,0.0,1.1739501,2.2469735,2.5308728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6712263,0.292815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5228918,0.45561028,0.0,2.5554762,1.787765,0.0,1.7015065,0.0,0.0,0.0,0.0,2.3609269,0.0,0.0,0.0,0.0,0.2918526,2.6807299,0.0,0.9663866,0.59020334,0.47485593,1.2312076,0.0,2.9865963,0.3953657,0.0,0.9801039,0.0,0.0,0.0
drive/My Drive/faces94/female/sbains/sbains.15.jpg,0.53071404,0.0,0.0,2.3113456,0.0,0.0,1.2503089,0.9588232,1.7567378,0.8984979,0.0,0.0,0.0,0.0,0.0,3.3328354,1.3050522,1.5369378,1.1175739,0.0,0.0,0.10631304,0.0,0.30076057,0.0,1.0212153,0.6150416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10555093,0.0,0.0,0.0,0.59076387,0.0,0.0,1.324174,0.0,0.0,0.0,0.0,1.4988136,2.3619213,2.505543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0310916,0.051765494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32310283,0.18151443,0.0,2.605643,1.6920152,0.0,1.7139761,0.0,0.16175115,0.0,0.0,2.495174,0.0,0.18797287,0.0,0.0,0.0,3.3038046,0.0,1.3188075,0.54914236,0.418613,1.5190662,0.0,3.372271,0.6411464,0.0,1.0537062,0.0,0.0,0.0
drive/My Drive/faces94/female/sbains/sbains.18.jpg,0.32183152,0.0,0.0,2.4265199,0.0,0.0,1.2925313,1.0418209,1.806606,0.8644323,0.0,0.0,0.0,0.0,0.0,3.2755513,1.2441323,1.6573092,1.2855953,0.0,0.0,0.20635833,0.0,0.15287274,0.0,1.0917797,0.7565383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052740358,0.0,0.0,0.0,0.7488076,0.0,0.0,1.3481759,0.0,0.0,0.0,0.0,1.6991415,2.3769143,2.3553095,0.0,0.0,0.0,0.0,0.0,0.062587336,0.0,0.0,0.0,0.0,1.1389412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22710082,0.11546568,0.0,2.6059356,1.7359368,0.0,1.657022,0.0,0.3237873,0.0,0.0,2.4288814,0.0,0.22205524,0.0,0.0,0.0,3.4779267,0.0,1.4236643,0.55551416,0.38560575,1.5931922,0.0,3.465287,0.75315124,0.0,0.9701142,0.0,0.0,0.0
drive/My Drive/faces94/female/sbains/sbains.14.jpg,0.6867753,0.0,0.0,2.188605,0.0,0.0,1.2176614,0.8928483,1.7603446,0.9907086,0.0,0.0,0.0,0.0,0.0,3.3941793,1.3637042,1.4360149,0.9766091,0.0,0.0,0.0,0.0,0.44597337,0.0,0.95416707,0.44050226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14393914,0.0,0.0,0.0,0.4413149,0.0,0.0,1.2947482,0.0,0.0,0.0,0.0,1.3752551,2.3647556,2.6213572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8769369,0.13852765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39182705,0.26330402,0.0,2.6116626,1.7309474,0.0,1.7492638,0.0,0.038718827,0.0,0.0,2.5397704,0.0,0.09006214,0.0,0.0,0.06870019,3.1496198,0.0,1.230121,0.56047994,0.438899,1.4400914,0.0,3.311133,0.52929074,0.0,1.082698,0.0,0.0,0.0
drive/My Drive/faces94/female/sbains/sbains.17.jpg,0.6512929,0.0,0.0,2.0767229,0.014661692,0.0,1.2014264,0.84353113,1.7694502,1.0133317,0.0,0.0,0.0,0.0,0.0,3.321916,1.4224069,1.3352643,0.9786194,0.0,0.0,0.0,0.0,0.47089422,0.0,0.8808444,0.39580604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12939475,0.0,0.0,0.0,0.33302787,0.0,0.0,1.1825178,0.0,0.0,0.0,0.0,1.3756186,2.3701797,2.5336015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8123812,0.16005805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4152064,0.32272708,0.0,2.5853634,1.8314787,0.0,1.657656,0.0,0.044044353,0.0,0.0,2.5251782,0.0,0.0,0.0,0.0,0.105311155,3.0237892,0.0,1.2127097,0.57909393,0.41374177,1.3936872,0.0,3.2882085,0.4478277,0.0,0.9825641,0.0,0.0,0.0
